path	category	source_commit	source_tree	sha256	physical_lines	bytes	purpose
.looppilot/CHECKLIST.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	9b640b1d524d41bac1fd0866799b238ef15c90047355bd3eb5b5546efdfa0030	65	1825	EXP-008 supporting governance evidence
.looppilot/CHECKPOINT.md	AUTHORITATIVE_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	a516b30267535d448dc4fd9f0481609ac6261aee218c62aad3394db98a9d3496	79	3794	EXP-008 authority or approved Contract evidence
.looppilot/CONTEXT-COMPACTION.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	8e3ba0235f6c1af50ad9f6254a34a4a0a1499901782eb50b9be4a88a4f3b76ab	60	2267	EXP-008 supporting governance evidence
.looppilot/DELEGATION.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	0ba3b77fa916cbea03c7827c6b2350a4cd5a4f7088c0370ef6c4f4465c648c12	62	2193	EXP-008 supporting governance evidence
.looppilot/HANDOFF.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	0ea4ae3221ba2285cc76b35bd8aa4e3e917e301dafba0b34da803033d88d1799	60	1842	EXP-008 supporting governance evidence
.looppilot/LOOP-MAP.md	AUTHORITATIVE_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	addd596653186109ddfaee855c390fd769aa848534f3768ccaf0677aeae650b4	53	1428	EXP-008 authority or approved Contract evidence
.looppilot/loops/LOOP-001/deliveries/DELIVERY-TASK-001.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	0ea0bc230a4f8fffcd840202f7ba94266f1ac1a2af5c8c0e9c3dfeb772d294d6	108	5944	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/deliveries/DELIVERY-TASK-002.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	4f2532d6425266b56206736f4fa46abd1bb827f80a402af32fe1528e94d89b32	120	7368	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/deliveries/DELIVERY-TASK-003.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	ff0b4cb3efd7b55778ec0bb436082782dd9264c7b9b7c1bae59bb994247ad046	106	5589	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/deliveries/DELIVERY-TASK-004.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	68e5f852d6a01f157e608a3366f6395de3e9141decff2205fab6513619bb6ffd	120	6799	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/deliveries/DELIVERY-TASK-005.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	33c5ee09a338812e35a1c9950f9429cba01822ef7e73e388ef6d06598947126b	141	7971	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/deliveries/DELIVERY-TASK-006.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	204d4c798365e9c4bfd912791dbb796eb9b5ab8892a198a3ebb74260ff4a918f	162	8718	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/deliveries/DELIVERY-TASK-007.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	96420c7925fae4cda7677519da8cc9badaa12b6f3881612e697d2cd8a226c746	128	6674	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/deliveries/DELIVERY-TASK-008.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	60d4c85703595644c18091557f7cddfc75f5f007594a1d79752b1e7424c18503	150	8452	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/deliveries/DELIVERY-TASK-009.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	0cb9e4237fdcf6a5fdeee029be9e080fa1dc0422644b0f0f7b12cfedefbe6d3a	123	7293	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/deliveries/DELIVERY-TASK-011.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	97c0cb9c5d69ff97ad93d17c340b8c3ee2d2275906f2e6219c58bc9bafed336f	169	9285	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/deliveries/DELIVERY-TASK-012.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	e599951a3ae0cefdda9370d71e21b3b3ef18a43deaf724a3257d116ce451ed3c	79	4015	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/FINDING-LEDGER.md	AUTHORITATIVE_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	cbcd40786392a7904aeda48f29e9c4e13540e7d8d5929297677e58aed98714c9	66	3053	EXP-008 authority or approved Contract evidence
.looppilot/loops/LOOP-001/findings/FINDING-EXP008-CLOSURE-EVID-001.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	2dbf8a423a16029556f45134822732acdaf5ae78a83a8afdfd2271820497aca3	15	669	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/findings/FINDING-EXP008-CLOSURE-EVID-002.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	26ade6f6eb12b55144da85ac1da6736182c91ce0f6a42591f9fbcd2f940897c4	15	697	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/findings/FINDING-EXP008-CLOSURE-SPEC-001.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	54ab6b18eba0a004c43f5a9963c3ab952b0ca70489440599ef7a336e23f474c1	20	978	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/findings/FINDING-EXP008-CLOSURE-STD-001.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	a35559d0c5a305cc4ef77806eefd756d0dba22e1a10c1a2673f68ef09472ac4f	16	719	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/findings/FINDING-EXP008-CLOSURE-STD-002.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	8b3ab11cda8410527963c5986dc05acbdaab0108ce835f5ffc8ae2409bcf2bef	26	1206	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/findings/FINDING-LOOP001-COMP-001.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	592e76280d5fcd132396ded8a90f2f4710325e1c66970894fed08acd388a81a3	27	1251	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/findings/FINDING-LOOP001-SEC-001.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	87c532c475538b2b83f7118aac1df15830c184f73a311b5e974cdbd2b302c7c2	27	1357	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/findings/FINDING-LOOP001-STD-001.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	4186defb35288ebf7419067e0d54ae171de639645545fe4401c3ebefbb258294	23	1035	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/findings/FINDING-TASK001-SPEC-001.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	5596b6bcc90d00d5e8adf5370687e6fb66853236d4dd93dd11597dc293191fbb	39	1479	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/findings/FINDING-TASK008-SPEC-001.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	ee6421e04639392f580e10cdc1b61eccd28cc27a183eebe5424c4f58d8830f6b	30	1380	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/integration/INTEGRATION-001.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	e927477807be43c8589ae8a7ab585d60da8f4ed341bf2a0ab12d268f2efd8a5a	132	6625	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/integration/INTEGRATION-002.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	1f01aa6fcf4243a3c0bc9c67bce63d3c35332976f029e6e29d03bacdedc7ecdb	93	4687	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/integration/INTEGRATION-003.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	685bcc153e2db58640db2399b828c1ca75710d43daa55df2c931db4639262ab9	80	4186	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/LOOP-CLOSURE.md	AUTHORITATIVE_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	71ac2f99433b1bfd41b9af0d4e7e97f0b631daad10efda9af47b712db8210f6a	145	6506	EXP-008 authority or approved Contract evidence
.looppilot/loops/LOOP-001/LOOP-CONTRACT.md	AUTHORITATIVE_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	70b3b3e03ba72a905498c1a9980942ee8012dddaf0843417cf9852c9bcc12ede	199	8103	EXP-008 authority or approved Contract evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-EXP-008-CLOSURE-R0.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	ab217aa052172d6115bdf52481809ef57812be6f75582cb6dbaf28566a007136	32	1576	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-EXP-008-CLOSURE-R1.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	3f89e3b0a26769c2cdd542e8b11e7e41ea2f7fe52fa83b80bb6bbb1e9fecdc6b	56	4979	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-EXP-008-CLOSURE-R2.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	166572aad172aba352b5e832f3c7d569f2611e772f6f8c3cb0a8469cb9f09e4d	115	5305	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-LOOP-001-SPEC.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	d296fcbcb479d7be7175054683830b3fe5bf5cc3a5346511582a36da6336d493	22	1020	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-LOOP-001-SPECIALIST-R0.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	bf1c32af8c72dc552e88928277c2b75f3603dd30c880c7f8535f8c1fa8084b0c	17	1024	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-LOOP-001-SPECIALIST-R1.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	c643ca7c4241037ccc877475f9fa7a5f89006befd9e34346ed6ceaf03b877f75	17	992	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-LOOP-001-SPECIALIST-R2.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	087a899efed917455a910f16cc87ebcb57df2c9d7f101bfe7f135c1ada35cf11	29	1291	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-LOOP-001-SPECIALIST-R3.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	5148e4dc58a33c49786c63ff9847b29de4a84344567c6fa91fa61e98ea9091b2	24	1020	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-LOOP-001-SPEC-R1.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	69cebaaacfba46c188c270f85c7a12f229855835af25aa1485ed5186c48e5e47	14	820	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-LOOP-001-SPEC-STANDARDS-R3.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	6ef8ee0f8d952e96197ae36c9bfdeac7c9b0fbda57459c521db0df620afb0890	30	1457	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-LOOP-001-SPEC-STANDARDS-R4.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	ca53af39a21d22cdfa07af3feeb7884b8bfdc18d78df057b87003f02d74df00e	27	1206	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-LOOP-001-STANDARDS-R0.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	cc27a50124709b2803babf4ddaca628fa719edfff7d3b021d1585a7e92b9bce4	23	1007	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-LOOP-001-STANDARDS-R1.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	a3500e0b1514455f81dbf9843bd4d4818a2f6525e893dc89e167547e8d63e16e	12	603	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-LOOP-001-STANDARDS-R2.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	642db63dcd61efddf7134fbdb81e8055755dac9b4ba3015a97b081927cdbee44	13	743	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-TASK-001-R0.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	cc49d2e072061edab167a4bac863842030faa13d06c54515e02b8f9479370726	48	1760	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-TASK-001-R1.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	9f6b416b2b135da3580b2bbf070ad730733362d00eeadc37862148ece48bc8b0	32	1208	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-TASK-002-R0.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	09d1e62d2b6f23008c0e75a7c238853f8ae753883a336f937485ebb89472487a	32	1081	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-TASK-004-005.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	f3ecc98e344acf4943bed6f87229da88d534281549a27d08eeba92d546985014	12	642	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-TASK-006-R0.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	712e9fafa60b5bc660bd1e2a7c5e3b94bad70d86323c2f466e1130db3b5bfd0f	36	1456	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-TASK-007-R0.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	1a7b7aa4290262d5c468d78180aba3e21d7e440e6987a98c6a601d5c53beadbf	32	1191	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-TASK-008-R0.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	f121a699d6e9b135ebcef74e028f0612444242d21b8b7c5738d14c60732d1450	46	2105	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-TASK-009-R0.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	312a2cfe895c748ab3a09aa50cde33bba23d967084ca40c61d848ac123d8a214	33	1467	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-TASK-011-R0.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	c41bdbde5b71939129543b29abff269d05af31765726149244a4b15fda4cbcb9	35	1639	Independent or task review evidence
.looppilot/loops/LOOP-001/reviews/REVIEW-TASK-012-R0.md	REVIEW	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	dd1078649d2f8c7c208ab06b282e1cbea2f22a0f5c11aa140435c3af3993b02f	33	1491	Independent or task review evidence
.looppilot/loops/LOOP-001/TASK-LEDGER.md	AUTHORITATIVE_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	d6a27b19127250e7a7e4dfb378f155f168acaaffd7b5c204d9d8b5bdc7d14097	77	5088	EXP-008 authority or approved Contract evidence
.looppilot/loops/LOOP-001/tasks/TASK-001.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	7280e98a81988b1bad75bf928effda43cb71c9aaa74764acd5f20839b6d49a08	110	3358	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/tasks/TASK-002.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	f380485f5514287bc319d269bb46b0ad3b3f638ceb659a07003039a0f0355007	113	3470	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/tasks/TASK-003.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	6d61c395544fe243078b53736fc44aad088b020a2aeaac904a558a4b5f818c45	117	3962	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/tasks/TASK-004.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	e91586162641ea9d75f19fe54ee0f2581bc3f2cf171e7ab0d6d2e246ed42df0a	37	1519	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/tasks/TASK-005.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	942b58f3230158ac565f5aa4a8eaff995d8d2ffba63237100605a423924c5bcd	35	1441	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/tasks/TASK-006.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	fdae6f81b3df6c9676aaac1d053ca33367056ec548bd6452df76a979425253a8	65	2832	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/tasks/TASK-007.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	071d95cb7b8d6cb0973eef7126a27a0437c52db856b487c16a7b531ccb6262e9	30	1252	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/tasks/TASK-008.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	5a1c065de126805c74d4966edeb7b586d28047dc9d8a13c226e529336a38a3b2	59	2719	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/tasks/TASK-009.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	d8099eb65f018ee068acb751e68c4bef7568d26d9da3988cf521676e2c439d98	36	1501	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/tasks/TASK-010.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	72edc54c3f7273becdc65c0fac63416eca59e3d832acbeb8ccafe538e400f3ae	36	1531	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/tasks/TASK-011.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	9ab01bd9991e292759fab45349fb0364739ae2aefb517a981dc3c9094538a1bb	71	3264	EXP-008 supporting governance evidence
.looppilot/loops/LOOP-001/tasks/TASK-012.md	SUPPORTING_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	9ec1cecc0cbe9fb0bbf4be3404d8928a24f5c4c10f25adff89eb55f29f51a8e1	56	2300	EXP-008 supporting governance evidence
.looppilot/PROJECT.md	AUTHORITATIVE_GOVERNANCE	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	2c9c8df60852348bcef532481d5e2e5a8fd2ad93bd6361d9d2566f02862e4dea	359	8577	EXP-008 authority or approved Contract evidence
docs/experiments/looppilot-exp-008/BASELINE-AND-VERIFICATION-SURFACE.md	EVALUATION	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	c960ca639ec0f397bef33dc99a0aa73eccf5b1557ae2203bc3f7ca4da4125116	73	3924	EXP-008 evaluation evidence
docs/experiments/looppilot-exp-008/CANDIDATE-AUDIT.md	EVALUATION	8b6075aaee8e86a6c7905911487e537672a4125b	aeb86d86782377d7fac7101f931e14cda9d1fb4a	092870a638b72465574181876836dcd8e916f3fd8e31c8e80348dc4a2e912a6a	73	4214	EXP-008 evaluation evidence
